PRODINFO,¥1399.00-2129.00,1299.00-2029.00,558,"优惠
淘金币可抵38.97元",,收藏宝贝 (685人气),快递 免运费 ,"货源保障,7天无理由,运费险"
600527000000,5,review-1099304504790,2020年09月10日 13:15,发货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，我妹刚刚也买了一台。,,,,
600527000000,5,review-1099962394704,2020年09月10日 12:38,宝贝包装严实 安装过程中遇到好多问题 感谢客服的耐心解释 打印出来字迹清晰 出纸很快也很顺畅 彩印颜色鲜明 还送了相片纸 卖家态度很好 有问题沟通也很好,,,,
600527000000,5,review-1099468881541,2020年09月09日 09:56,打印机质量很好，打字很清晰，方便极了,,,,
600527000000,5,review-1100053223381,2020年09月08日 16:12,打印机还挺不错，打印很清晰，速度也够快，操作客服指导后很简单，总体很满意！,,,,
600527000000,5,review-1099371257765,2020年09月08日 13:41,物流很快，质量很好，简单好用，好评,,,,
600527000000,5,review-1099598422163,2020年09月07日 15:49,收到很好用,,,,
600527000000,5,review-1098899188713,2020年09月07日 11:29,装上了，马上用,,,,
600527000000,5,review-1099454746958,2020年09月06日 15:49,买了台电脑，怎么能缺个打印机呢，😂他们家这个挺好用的，打印出来也清晰，比我同事的要好用👍,,,,
600527000000,6,review-1099115933089,2020年09月06日 15:32,机器方便好用，打印清晰，满意,,,,
600527000000,6,review-1098726580836,2020年09月05日 23:10,打印效果很好，非常方便，以后随时可以打印了。,,,,
600527000000,6,review-1098910909536,2020年09月04日 22:48,使用起来也很方便，字迹打印清晰，比想象中的效果好。,,,,
600527000000,6,review-1099560343814,2020年09月04日 21:30,宝贝心仪很久了，趁活动时候买真的太划算了，喜欢的不要犹豫啊,,,,
600527000000,6,review-1099242158478,2020年09月04日 21:30,打印机收到了，质量很好，特意用了几天再来评价的，效果很不错，值得推荐。,,,,
600527000000,6,review-1099170926530,2020年09月04日 12:45,物流公司服务态度很好，运送速度很快！感谢冥冥之中让我遇到了这家店！好卖家，真有耐心，我终于买到想要的东西了。谢谢卖家。终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，这是我淘宝购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常满意的。掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多,,,,
600527000000,6,review-1099118682105,2020年09月03日 22:01,质量不错，打印出来的字迹很清晰，很棒！物美价廉！！,,,,
600527000000,6,review-1098768229505,2020年09月03日 19:54,好产品、好品质、好服务，宝贝确实值这个价钱，在这给商家点个赞👍,,,,
600527000000,6,review-1098445516570,2020年09月03日 19:14,很好，儿子四年级要打印的多，有了这个方便多了,,,,
600527000000,6,review-1099093430077,2020年09月03日 17:52,"评价方未及时做出评价,系统默认好评!",,,,
600527000000,6,review-1098401084072,2020年09月03日 13:27,小巧方便，物美价廉。打印清晰度挺高。,,,,
600527000000,6,review-1098399884213,2020年09月03日 13:18,质量很好，价格实惠，家里有一台真是太方便了，打印出来的字迹太清晰了,,,,
600527000000,6,review-1098357164638,2020年09月03日 05:23,快捷方便,,,,
600527000000,6,review-1098350216696,2020年09月02日 23:19,收到了，给两个孩子用，平时打印学习资料方便实用,,,,
600527000000,6,review-1099318951467,2020年09月02日 22:22,打印机非常好用，外观小巧是一款实用的家庭款，客服月月也非常有耐心一一讲解给你点赞👍,,,,
600527000000,6,review-1098969638741,2020年09月02日 17:26,收到货了，很喜欢,,,,
PRODINFO,¥3.30,,703,"
    优惠
    
    
",,收藏宝贝 (148人气),快递 ¥20.00 ,"15天退货,运费险"
587239000000,1,review-1123336097597,2021年02月28日 14:20,"评价方未及时做出评价,系统默认好评!",,,,
587239000000,1,review-1123313429385,2021年02月28日 10:10,"评价方未及时做出评价,系统默认好评!",,,,
587239000000,1,review-1123306981225,2021年02月28日 08:50,"评价方未及时做出评价,系统默认好评!",,,,
587239000000,1,review-1124104155947,2021年02月28日 08:40,"评价方未及时做出评价,系统默认好评!",,,,
587239000000,1,review-1124077979337,2021年02月27日 18:50,"评价方未及时做出评价,系统默认好评!",,,,
587239000000,1,review-1123678090478,2021年02月27日 14:51,"评价方未及时做出评价,系统默认好评!",,,,
587239000000,1,review-1123226121634,2021年02月27日 09:10,"评价方未及时做出评价,系统默认好评!",,,,
587239000000,1,review-1124021747444,2021年02月27日 08:51,"评价方未及时做出评价,系统默认好评!",,,,
587239000000,1,review-1123990183996,2021年02月26日 17:51,此用户没有填写评价。,,,,
587239000000,1,review-1123176985381,2021年02月26日 15:01,"评价方未及时做出评价,系统默认好评!",,,,
587239000000,1,review-1123972495419,2021年02月26日 14:51,"评价方未及时做出评价,系统默认好评!",,,,
587239000000,1,review-1123143721666,2021年02月26日 09:11,"评价方未及时做出评价,系统默认好评!",,,,
587239000000,1,review-1123143485578,2021年02月26日 09:10,"评价方未及时做出评价,系统默认好评!",,,,
587239000000,1,review-1123562182459,2021年02月26日 09:10,"评价方未及时做出评价,系统默认好评!",,,,
587239000000,1,review-1123561422378,2021年02月26日 09:00,"评价方未及时做出评价,系统默认好评!",,,,
587239000000,1,review-1120621814022,2021年01月25日 10:56,很好的厂家，售后好，产品质量也很好。,,,,
587239000000,1,review-1113852845648,2020年12月07日 13:44,好用，很好用，质量不错,,,,
587239000000,1,review-1104951564969,2020年10月22日 17:27,收到。已经买了好几次了。质量好、老板还送了两条线。谢谢,,,,
587239000000,1,review-1104040945464,2020年10月13日 22:00,质量好！服务好！非常满意！好店铺！好评！,,,,
587239000000,1,review-1103819422227,2020年10月09日 18:16,一直在买的店铺，东西很赞,,,,
587239000000,2,review-1102840972201,2020年10月07日 15:50,习惯性好评。,,,,
587239000000,2,review-1099166388356,2020年09月09日 12:30,整体挺好的，就是好多盒子压扁了,,,,
587239000000,2,review-1098394424207,2020年09月03日 12:35,快递慢，而且为了一件货跑两次，气*我了,,,,
PRODINFO,¥1.20,,931,"
    优惠
    
    
",,收藏宝贝 (928人气),快递 ¥20.00 ,"15天退货,运费险"
583468000000,1,review-1124114507635,2021年02月28日 10:40,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1123735366624,2021年02月28日 10:30,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1122887540176,2021年02月28日 09:41,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1122883660294,2021年02月28日 09:00,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1123727398305,2021年02月28日 08:50,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1124104679661,2021年02月28日 08:41,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1122882776153,2021年02月28日 08:40,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1124053767829,2021年02月27日 14:41,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1124052007125,2021年02月27日 14:21,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1124051999127,2021年02月27日 14:21,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1124025655230,2021年02月27日 09:40,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1122802552009,2021年02月27日 09:10,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1123645370983,2021年02月27日 09:10,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1123226017661,2021年02月27日 09:02,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1122801380389,2021年02月27日 08:51,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1122801380388,2021年02月27日 08:51,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1123178037725,2021年02月26日 15:11,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1123175273071,2021年02月26日 14:50,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1123175273067,2021年02月26日 14:50,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,1,review-1123144449476,2021年02月26日 09:21,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,2,review-1123938863687,2021年02月26日 09:01,"评价方未及时做出评价,系统默认好评!",,,,
583468000000,2,review-1121809813039,2021年02月08日 14:20,老客户了，ghoijhfdedccjkl不错,,,,
583468000000,2,review-1121809813020,2021年02月08日 14:20,价格优惠，并保护随叫随到你能到呢想看看辛苦的款式看看,,,,
583468000000,2,review-1120529162655,2021年01月24日 14:14,买过多次了，发货速度快，产品质量好，好评！！,,,,
583468000000,2,review-1117193930303,2020年12月28日 15:25,数量足价格便宜。质量不错。发货快。,,,,
583468000000,2,review-1115321736114,2020年12月20日 12:37,物有所值,,,,
583468000000,2,review-1113852845647,2020年12月07日 13:44,好用，很好用，质量不错,,,,
583468000000,2,review-1111129704735,2020年11月20日 22:04,喜欢了，有好用，下回还要在来你家买,,,,
583468000000,2,review-1105978717095,2020年10月27日 11:26,非常满意，质量非常好，价格便宜，值得推荐。,,,,
583468000000,2,review-1104951564968,2020年10月22日 17:27,收到。已经买了好几次了。质量好、老板还送了两条线。谢谢,,,,
583468000000,2,review-1103629071520,2020年10月05日 19:42,宝贝收到了，物美价廉，很满意的一次购物，下次还来，有需要的亲可以放心购买哦,,,,
583468000000,2,review-1101111769482,2020年09月21日 16:44,非常好。给力,,,,
583468000000,2,review-1100716479701,2020年09月13日 15:04,东西质量可以不错，已经好几次支持了。,,,,
583468000000,2,review-1099553940671,2020年09月12日 10:20,发货速度快，买多次了，产品质量好，下次再买。好评！！,,,,
583468000000,2,review-1100377963276,2020年09月10日 23:57,收到货了，对商品非常满意。会继续跟进补全货物的,,,,
PRODINFO,¥3.80,,1024,"
    优惠
    
    
",,收藏宝贝 (32人气),快递 ¥20.00 ,"7天无理由,运费险"
618809000000,1,review-1123789246952,2021年02月28日 20:50,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1124135655571,2021年02月28日 14:31,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1122897920897,2021年02月28日 11:41,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1124112015893,2021年02月28日 10:20,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1123730466051,2021年02月28日 09:30,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1123307141508,2021年02月28日 09:00,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1123306577968,2021年02月28日 08:50,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1122857908861,2021年02月27日 19:10,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1123684618195,2021年02月27日 16:00,此用户没有填写评价。,,,,
618809000000,1,review-1122834060535,2021年02月27日 14:50,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1123237701073,2021年02月27日 11:11,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1123226693933,2021年02月27日 09:11,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1123645326841,2021年02月27日 09:02,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1123224497633,2021年02月27日 08:40,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1122753172691,2021年02月26日 14:42,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1123971551072,2021年02月26日 14:41,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1123949387972,2021年02月26日 10:50,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1123938711723,2021年02月26日 09:00,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1123938251999,2021年02月26日 09:00,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,1,review-1123938167834,2021年02月26日 09:00,"评价方未及时做出评价,系统默认好评!",,,,
618809000000,2,review-1111099132355,2020年11月20日 18:04,宝贝收到咯👌🏻，真的很棒呀！🌈质量真是没话说，非常满意！🆗开心开心😃,,,,
618809000000,2,review-1111374491671,2020年11月15日 14:22,客户虐我千百遍，羽思待我如初恋！,,,,
618809000000,2,review-1110227848949,2020年11月15日 09:49,专业，高效，亲民！,,,,
618809000000,2,review-1109806913874,2020年11月10日 05:00,性价比非常高🍀，可以放心购买👍，做工非常精致🌈，值得购买😜！,,,,
618809000000,2,review-1106329052456,2020年11月01日 09:17,宝贝收到后很满意，外形颜色也很喜欢，挑选好多家，果然没看错，希望把好物分享给大家☺️,,,,
618809000000,2,review-1105281496803,2020年10月24日 21:22,物流很快。质量一如既往的好,,,,
618809000000,2,review-1100217277865,2020年09月14日 18:33,耳机不错，音质超级棒，,,,,
618809000000,2,review-1099553940669,2020年09月12日 10:20,发货速度快，买多次了，产品质量好，下次再买。好评！！,,,,
618809000000,2,review-1098394424214,2020年09月03日 12:35,快递慢，而且为了一件货跑两次，气*我了,,,,
PRODINFO,¥4.99,,531,"
    优惠
    
    
",,收藏宝贝 (28人气),快递 ¥20.00 ,"7天无理由,运费险"
632526000000,1,review-1122930064391,2021年02月28日 17:21,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1122915884915,2021年02月28日 15:00,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1123315333355,2021年02月28日 10:30,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1123306269921,2021年02月28日 08:40,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1124104155919,2021年02月28日 08:40,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1123281057793,2021年02月27日 19:00,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1122834892844,2021年02月27日 15:00,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1123255281579,2021年02月27日 14:22,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1123255213865,2021年02月27日 14:21,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1124051999138,2021年02月27日 14:21,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1124021751892,2021年02月27日 08:51,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1122800780436,2021年02月27日 08:50,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1123175065868,2021年02月26日 14:42,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1123948827017,2021年02月26日 10:42,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1123563406938,2021年02月26日 09:20,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1123939955376,2021年02月26日 09:20,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1123143721684,2021年02月26日 09:11,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1122720896914,2021年02月26日 09:10,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1123938711719,2021年02月26日 09:00,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,1,review-1123561422376,2021年02月26日 09:00,"评价方未及时做出评价,系统默认好评!",,,,
632526000000,2,review-1120120181598,2021年01月24日 14:13,买过多次了，发货速度快，产品质量好，好评！！,,,,
632526000000,2,review-1114599174307,2020年12月10日 20:07,非常好用,,,,
632526000000,2,review-1113852845638,2020年12月07日 13:44,好用，很好用，质量不错,,,,
632526000000,2,review-1114215795329,2020年12月04日 10:48,此用户没有填写评价。,,,,
632526000000,2,review-1113384837343,2020年12月03日 16:21,物美价廉，性价比超高，要啥自行车，看我口型：“舒服！”,,,,
632526000000,2,review-1113945083485,2020年12月02日 12:28,上当了，用秒杀忽悠我，结果没有,,,,
632526000000,2,review-1113937359406,2020年12月02日 11:39,抱歉，最近几天较忙，忘记确认了，宝贝不错，非常满意，还会回购的！卖家服务态度也非常好，物流也给力，满分好评了…,,,,
632526000000,2,review-1112724928790,2020年12月01日 18:19,充电速度：充电速度很快 接触灵敏度：很好 外观材质：性价比较高,,,,
PRODINFO,¥13.00-17.40,,561,"
    优惠
    
    
",,收藏宝贝 (64人气),快递 ¥20.00 ,"7天无理由,运费险"
618510000000,1,review-1122929032655,2021年02月28日 17:11,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1124133511928,2021年02月28日 14:11,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1124104679662,2021年02月28日 08:41,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1124104539367,2021年02月28日 08:40,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1123270785800,2021年02月27日 16:51,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1122833144009,2021年02月27日 14:40,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1124052679726,2021年02月27日 14:31,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1122832048561,2021年02月27日 14:31,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1123658762257,2021年02月27日 11:30,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1123658762254,2021年02月27日 11:30,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1124034127510,2021年02月27日 11:10,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1123237017989,2021年02月27日 11:10,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1123229581417,2021年02月27日 09:42,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1122801380393,2021年02月27日 08:51,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1122801380392,2021年02月27日 08:51,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1122801380373,2021年02月27日 08:51,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1124021783492,2021年02月27日 08:51,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1123643782138,2021年02月27日 08:40,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,1,review-1123178733819,2021年02月26日 15:22,此用户没有填写评价。,,,,
618510000000,1,review-1123175065867,2021年02月26日 14:42,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,2,review-1122753088912,2021年02月26日 14:41,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,2,review-1122753088877,2021年02月26日 14:41,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,2,review-1123573722926,2021年02月26日 11:02,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,2,review-1122731380138,2021年02月26日 10:52,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,2,review-1123152345012,2021年02月26日 10:42,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,2,review-1123151881537,2021年02月26日 10:40,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,2,review-1122729880123,2021年02月26日 10:40,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,2,review-1123565418506,2021年02月26日 09:41,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,2,review-1123939043713,2021年02月26日 09:10,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,2,review-1122720816905,2021年02月26日 09:02,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,2,review-1122720816901,2021年02月26日 09:02,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,2,review-1122720816900,2021年02月26日 09:02,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,2,review-1123938879804,2021年02月26日 09:01,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,2,review-1123938671579,2021年02月26日 09:00,"评价方未及时做出评价,系统默认好评!",,,,
618510000000,2,review-1120956231613,2021年01月24日 23:35,老顾客了,,,,
618510000000,2,review-1116665597795,2020年12月27日 15:37,质量好充电快,,,,
618510000000,2,review-1115840107855,2020年12月16日 09:01,很好，大家快下单吧！,,,,
618510000000,2,review-1114215795335,2020年12月04日 10:48,此用户没有填写评价。,,,,
618510000000,2,review-1111012711130,2020年11月13日 10:36,购买很多次，值得信赖,,,,
618510000000,2,review-1107088146586,2020年11月01日 14:21,很好，真实支持超级快充，物美价廉，值得推荐,,,,
618510000000,3,review-1103819422218,2020年10月09日 18:16,一直在买的店铺，东西很赞,,,,
618510000000,3,review-1101713695477,2020年09月21日 09:06,很好，还不错,,,,
618510000000,3,review-1101453683067,2020年09月19日 08:54,很好。充电很快。卖家态度很好。东西质量很不错,,,,
618510000000,3,review-1099553940666,2020年09月12日 10:20,发货速度快，买多次了，产品质量好，下次再买。好评！！,,,,
618510000000,3,review-1098715932627,2020年09月05日 21:12,想买的别犹豫哇！没有廉价的感觉，很高端，特别棒！,,,,
PRODINFO,¥4.30-4.60,,535,"
    优惠
    
    
",,收藏宝贝 (46人气),快递 ¥20.00 ,"7天无理由,运费险"
619070000000,1,review-1124135367920,2021年02月28日 14:30,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1124135495034,2021年02月28日 14:30,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1124135495031,2021年02月28日 14:30,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1124120979751,2021年02月28日 11:52,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1123735174992,2021年02月28日 10:22,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1122883588543,2021年02月28日 08:51,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1122882768621,2021年02月28日 08:40,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1124104539351,2021年02月28日 08:40,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1123674942069,2021年02月27日 14:21,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1123644706258,2021年02月27日 09:00,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1123644706225,2021年02月27日 09:00,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1123601754112,2021年02月26日 15:47,不错,,,,
619070000000,1,review-1123601754109,2021年02月26日 15:47,不错,,,,
619070000000,1,review-1122756092349,2021年02月26日 15:11,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1123973599160,2021年02月26日 15:02,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1123596722460,2021年02月26日 15:01,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1122753128309,2021年02月26日 14:41,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1122732116372,2021年02月26日 11:01,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1123939631036,2021年02月26日 09:10,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,1,review-1123939499873,2021年02月26日 09:10,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,2,review-1123561790817,2021年02月26日 09:00,"评价方未及时做出评价,系统默认好评!",,,,
619070000000,2,review-1116795110361,2020年12月25日 13:10,红梅姐姐服务真好，下次还来找红梅姐姐,,,,
619070000000,2,review-1113937359408,2020年12月02日 11:39,抱歉，最近几天较忙，忘记确认了，宝贝不错，非常满意，还会回购的！卖家服务态度也非常好，物流也给力，满分好评了…,,,,
619070000000,2,review-1111913316129,2020年11月26日 18:13,价格优惠，还是非常不错的，一直在这家买,,,,
619070000000,2,review-1104951564967,2020年10月22日 17:27,收到。已经买了好几次了。质量好、老板还送了两条线。谢谢,,,,
619070000000,2,review-1103819422221,2020年10月09日 18:16,一直在买的店铺，东西很赞,,,,
619070000000,2,review-1098715932619,2020年09月05日 21:12,东西收到啦，是正品，非常喜欢哟~,,,,
PRODINFO,¥6.99,,436,"
    优惠
    
    
",,收藏宝贝 (24人气),快递 ¥20.00 ,"7天无理由,运费险"
622006000000,1,review-1124136411682,2021年02月28日 14:40,"评价方未及时做出评价,系统默认好评!",,,,
622006000000,1,review-1124104679663,2021年02月28日 08:41,"评价方未及时做出评价,系统默认好评!",,,,
622006000000,1,review-1122882776160,2021年02月28日 08:40,"评价方未及时做出评价,系统默认好评!",,,,
622006000000,1,review-1124025143184,2021年02月27日 09:32,"评价方未及时做出评价,系统默认好评!",,,,
622006000000,1,review-1123645226888,2021年02月27日 09:01,"评价方未及时做出评价,系统默认好评!",,,,
622006000000,1,review-1123175065859,2021年02月26日 14:42,"评价方未及时做出评价,系统默认好评!",,,,
622006000000,1,review-1123142713512,2021年02月26日 09:01,"评价方未及时做出评价,系统默认好评!",,,,
622006000000,1,review-1123561850001,2021年02月26日 09:00,"评价方未及时做出评价,系统默认好评!",,,,
622006000000,1,review-1117572627641,2020年12月28日 17:43,物流很快。质量一如既往地好,,,,
622006000000,1,review-1108885762680,2020年11月06日 18:26,买过多次了，发货速度快，产品质量好，好评！！,,,,
622006000000,1,review-1104040945463,2020年10月13日 22:00,质量好！服务好！非常满意！好店铺！好评！,,,,
622006000000,1,review-1104574819671,2020年10月12日 18:41,好评，还送了小礼物,,,,
622006000000,1,review-1098394424209,2020年09月03日 12:35,快递慢，而且为了一件货跑两次，气*我了,,,,
PRODINFO,¥15.30-24.90,,406,"
    优惠
    
    
",,收藏宝贝 (12人气),快递 ¥20.00 ,"7天无理由,运费险"
631966000000,1,review-1123761630885,2021年02月28日 15:20,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1122911668199,2021年02月28日 14:20,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1123335405973,2021年02月28日 14:12,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1124118147768,2021年02月28日 11:20,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1123729574171,2021年02月28日 09:20,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1123308701062,2021年02月28日 09:11,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1123307901031,2021年02月28日 09:01,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1123307141506,2021年02月28日 09:00,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1123307141504,2021年02月28日 09:00,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1122883056076,2021年02月28日 08:41,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1123679862435,2021年02月27日 15:10,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1123255281584,2021年02月27日 14:22,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1122831072661,2021年02月27日 14:20,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1123238637843,2021年02月27日 11:21,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1123238637840,2021年02月27日 11:21,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1122814860560,2021年02月27日 11:20,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1123657118062,2021年02月27日 11:11,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1123657118049,2021年02月27日 11:11,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1124034127519,2021年02月27日 11:10,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,1,review-1123645990432,2021年02月27日 09:11,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,2,review-1124021751902,2021年02月27日 08:51,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,2,review-1123225037460,2021年02月27日 08:50,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,2,review-1123175781177,2021年02月26日 14:50,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,2,review-1123163821960,2021年02月26日 12:57,此用户没有填写评价。,,,,
631966000000,2,review-1123562654482,2021年02月26日 09:10,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,2,review-1123939043710,2021年02月26日 09:10,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,2,review-1123938671581,2021年02月26日 09:00,"评价方未及时做出评价,系统默认好评!",,,,
631966000000,2,review-1121080741548,2021年02月01日 17:38,这质量好，值得信赖。,,,,
